Loading analysis\params-ks-grand.json ...
Processing 704 samples with 4 workers ...
  289/704: m053_vel7 ... N_FFT=8192  EQ peak=14.3dB range=24.2dB  width=0.991
  290/704: m057_vel5 ... N_FFT=8192  EQ peak=7.0dB range=22.1dB  width=1.870
  291/704: m057_vel4 ... N_FFT=8192  EQ peak=11.6dB range=27.2dB  width=1.726
  292/704: m057_vel3 ... N_FFT=8192  EQ peak=11.9dB range=26.4dB  width=1.385
  293/704: m057_vel6 ... N_FFT=8192  EQ peak=17.8dB range=27.9dB  width=3.030
  294/704: m057_vel7 ... N_FFT=8192  EQ peak=26.6dB range=27.4dB  width=1.842
  295/704: m058_vel2 ... N_FFT=8192  EQ peak=4.6dB range=22.8dB  width=0.899
  296/704: m058_vel1 ... N_FFT=8192  EQ peak=8.2dB range=30.1dB  width=1.037
  297/704: m055_vel7 ... N_FFT=8192  EQ peak=10.1dB range=23.1dB  width=1.309
  298/704: m058_vel0 ... N_FFT=8192  EQ peak=10.5dB range=26.9dB  width=2.056
  299/704: m058_vel5 ... N_FFT=8192  EQ peak=9.9dB range=25.0dB  width=1.984
  300/704: m058_vel3 ... N_FFT=8192  EQ peak=11.0dB range=28.3dB  width=1.152
  301/704: m058_vel6 ... N_FFT=8192  EQ peak=8.5dB range=25.5dB  width=1.596
  302/704: m058_vel7 ... N_FFT=8192  EQ peak=11.9dB range=27.1dB  width=0.886
  303/704: m059_vel1 ... N_FFT=8192  EQ peak=6.8dB range=27.0dB  width=0.373
  304/704: m059_vel0 ... N_FFT=8192  EQ peak=6.1dB range=20.7dB  width=1.390
  305/704: m056_vel5 ... N_FFT=8192  EQ peak=19.1dB range=23.8dB  width=1.254
  306/704: m059_vel2 ... N_FFT=8192  EQ peak=3.1dB range=21.3dB  width=0.874
  307/704: m059_vel4 ... N_FFT=8192  EQ peak=10.5dB range=30.7dB  width=0.573
  308/704: m059_vel3 ... N_FFT=8192  EQ peak=15.6dB range=29.9dB  width=1.924
  309/704: m059_vel6 ... N_FFT=8192  EQ peak=19.6dB range=32.9dB  width=1.158
  310/704: m059_vel5 ... N_FFT=8192  EQ peak=11.4dB range=26.2dB  width=1.743
  311/704: m060_vel1 ... N_FFT=8192  EQ peak=3.0dB range=20.3dB  width=2.815
  312/704: m060_vel2 ... N_FFT=8192  EQ peak=3.9dB range=22.4dB  width=1.185
  313/704: m060_vel0 ... N_FFT=8192  EQ peak=10.3dB range=28.9dB  width=1.281
  314/704: m060_vel4 ... N_FFT=8192  EQ peak=18.6dB range=33.7dB  width=1.358
  315/704: m060_vel5 ... N_FFT=8192  EQ peak=13.1dB range=29.9dB  width=1.107
  316/704: m060_vel3 ... N_FFT=8192  EQ peak=18.3dB range=29.3dB  width=3.200
  317/704: m060_vel6 ... N_FFT=8192  EQ peak=8.5dB range=25.4dB  width=1.237
  318/704: m061_vel0 ... N_FFT=8192  EQ peak=5.2dB range=27.8dB  width=0.393
  319/704: m060_vel7 ... N_FFT=8192  EQ peak=36.7dB range=37.4dB  width=4.890
  320/704: m061_vel2 ... N_FFT=8192  EQ peak=9.6dB range=27.0dB  width=1.635
  321/704: m061_vel1 ... N_FFT=8192  EQ peak=9.5dB range=27.2dB  width=1.041
  322/704: m061_vel4 ... N_FFT=8192  EQ peak=14.2dB range=29.3dB  width=1.623
  323/704: m061_vel5 ... N_FFT=8192  EQ peak=10.8dB range=27.8dB  width=1.380
  324/704: m061_vel7 ... N_FFT=8192  EQ peak=13.7dB range=29.9dB  width=1.255
  325/704: m062_vel2 ... N_FFT=8192  EQ peak=3.7dB range=22.2dB  width=2.131
  326/704: m062_vel1 ... N_FFT=8192  EQ peak=5.6dB range=25.8dB  width=2.342
  327/704: m062_vel0 ... N_FFT=8192  EQ peak=8.6dB range=28.0dB  width=2.241
  328/704: m062_vel5 ... N_FFT=8192  EQ peak=6.8dB range=25.4dB  width=1.349
  329/704: m062_vel4 ... N_FFT=8192  EQ peak=10.2dB range=28.1dB  width=1.562
  330/704: m062_vel3 ... N_FFT=8192  EQ peak=12.6dB range=31.7dB  width=2.274
  331/704: m063_vel0 ... N_FFT=8192  EQ peak=10.4dB range=29.2dB  width=0.949
  332/704: m061_vel6 ... N_FFT=8192  EQ peak=17.3dB range=28.2dB  width=1.116
  333/704: m063_vel2 ... N_FFT=8192  EQ peak=10.2dB range=24.9dB  width=2.852
  334/704: m063_vel1 ... N_FFT=8192  EQ peak=7.4dB range=27.2dB  width=1.258
  335/704: m058_vel4 ... N_FFT=8192  EQ peak=8.2dB range=24.7dB  width=1.881
  336/704: m061_vel3 ... N_FFT=8192  EQ peak=17.0dB range=31.2dB  width=1.299
  337/704: m063_vel3 ... N_FFT=8192  EQ peak=8.2dB range=26.3dB  width=2.518
  338/704: m062_vel6 ... N_FFT=8192  EQ peak=15.1dB range=34.4dB  width=1.349
  339/704: m063_vel6 ... N_FFT=8192  EQ peak=13.8dB range=30.1dB  width=1.504
  340/704: m064_vel1 ... N_FFT=8192  EQ peak=7.1dB range=27.7dB  width=1.077
  341/704: m064_vel0 ... N_FFT=8192  EQ peak=7.2dB range=30.3dB  width=1.058
  342/704: m064_vel3 ... N_FFT=8192  EQ peak=8.5dB range=28.5dB  width=0.905
  343/704: m063_vel4 ... N_FFT=8192  EQ peak=15.6dB range=31.7dB  width=1.751
  344/704: m062_vel7 ... N_FFT=8192  EQ peak=22.6dB range=26.5dB  width=0.762
  345/704: m064_vel2 ... N_FFT=8192  EQ peak=7.8dB range=25.1dB  width=1.728
  346/704: m063_vel5 ... N_FFT=8192  EQ peak=19.0dB range=23.5dB  width=3.884
  347/704: m065_vel0 ... N_FFT=8192  EQ peak=26.4dB range=37.7dB  width=0.739
  348/704: m065_vel1 ... N_FFT=8192  EQ peak=22.1dB range=37.0dB  width=1.880
  349/704: m064_vel4 ... N_FFT=8192  EQ peak=17.7dB range=32.4dB  width=2.299
  350/704: m064_vel6 ... N_FFT=8192  EQ peak=11.5dB range=32.2dB  width=1.507
  351/704: m065_vel2 ... N_FFT=8192  EQ peak=13.5dB range=26.0dB  width=2.030
  352/704: m065_vel5 ... N_FFT=8192  EQ peak=19.2dB range=22.0dB  width=1.857
  353/704: m064_vel7 ... N_FFT=8192  EQ peak=13.3dB range=25.5dB  width=1.321
  354/704: m065_vel6 ... N_FFT=8192  EQ peak=27.3dB range=28.5dB  width=2.929
  355/704: m066_vel0 ... N_FFT=8192  EQ peak=17.0dB range=28.7dB  width=4.432
  356/704: m066_vel1 ... N_FFT=8192  EQ peak=25.6dB range=37.7dB  width=1.432
  357/704: m064_vel5 ... N_FFT=8192  EQ peak=12.1dB range=25.1dB  width=1.273
  358/704: m063_vel7 ... N_FFT=8192  EQ peak=25.3dB range=26.6dB  width=1.619
  359/704: m066_vel2 ... N_FFT=8192  EQ peak=21.1dB range=33.0dB  width=2.266
  360/704: m066_vel4 ... N_FFT=8192  EQ peak=27.9dB range=36.4dB  width=3.352
  361/704: m066_vel3 ... N_FFT=8192  EQ peak=16.5dB range=29.1dB  width=2.982
  362/704: m066_vel5 ... N_FFT=8192  EQ peak=28.8dB range=33.0dB  width=1.724
  363/704: m066_vel6 ... N_FFT=8192  EQ peak=15.4dB range=28.2dB  width=1.609
  364/704: m067_vel0 ... N_FFT=8192  EQ peak=3.4dB range=22.6dB  width=0.649
  365/704: m066_vel7 ... N_FFT=8192  EQ peak=28.4dB range=29.4dB  width=1.664
  366/704: m065_vel4 ... N_FFT=8192  EQ peak=22.4dB range=25.9dB  width=1.583
  367/704: m065_vel3 ... N_FFT=8192  EQ peak=8.0dB range=27.3dB  width=2.450
  368/704: m067_vel2 ... N_FFT=8192  EQ peak=23.9dB range=35.5dB  width=1.274
  369/704: m067_vel1 ... N_FFT=8192  EQ peak=23.5dB range=36.2dB  width=1.323
  370/704: m067_vel5 ... N_FFT=8192  EQ peak=15.9dB range=25.7dB  width=1.543
  371/704: m067_vel3 ... N_FFT=8192  EQ peak=24.1dB range=34.0dB  width=1.048
  372/704: m068_vel1 ... N_FFT=8192  EQ peak=16.8dB range=30.5dB  width=4.221
  373/704: m067_vel6 ... N_FFT=8192  EQ peak=27.0dB range=30.9dB  width=1.309
  374/704: m068_vel0 ... N_FFT=8192  EQ peak=6.0dB range=29.4dB  width=0.786
  375/704: m068_vel2 ... N_FFT=8192  EQ peak=12.2dB range=31.4dB  width=1.217
  376/704: m068_vel3 ... N_FFT=8192  EQ peak=11.1dB range=25.4dB  width=1.779
  377/704: m068_vel4 ... N_FFT=8192  EQ peak=11.8dB range=30.9dB  width=1.015
  378/704: m068_vel5 ... N_FFT=8192  EQ peak=11.6dB range=29.3dB  width=1.763
  379/704: m068_vel6 ... N_FFT=8192  EQ peak=19.8dB range=30.6dB  width=2.922
  380/704: m067_vel7 ... N_FFT=8192  EQ peak=4.8dB range=18.6dB  width=0.740
  381/704: m069_vel0 ... N_FFT=8192  EQ peak=21.2dB range=36.9dB  width=2.038
  382/704: m069_vel1 ... N_FFT=8192  EQ peak=21.5dB range=38.3dB  width=7.054
  383/704: m069_vel3 ... N_FFT=8192  EQ peak=29.6dB range=41.6dB  width=3.081
  384/704: m069_vel4 ... N_FFT=8192  EQ peak=27.6dB range=35.5dB  width=6.889
  385/704: m069_vel2 ... N_FFT=8192  EQ peak=26.6dB range=40.9dB  width=4.184
  386/704: m069_vel6 ... N_FFT=8192  EQ peak=32.2dB range=35.2dB  width=3.928
  387/704: m067_vel4 ... N_FFT=8192  EQ peak=4.7dB range=24.4dB  width=0.554
  388/704: m070_vel1 ... N_FFT=8192  EQ peak=27.8dB range=39.3dB  width=1.418
  389/704: m070_vel0 ... N_FFT=8192  EQ peak=10.8dB range=33.8dB  width=0.963
  390/704: m070_vel2 ... N_FFT=8192  EQ peak=11.8dB range=30.8dB  width=1.069
  391/704: m065_vel7 ... N_FFT=8192  EQ peak=21.2dB range=22.0dB  width=1.384
  392/704: m068_vel7 ... N_FFT=8192  EQ peak=16.0dB range=26.7dB  width=2.029
  393/704: m070_vel5 ... N_FFT=8192  EQ peak=17.1dB range=35.6dB  width=0.957
  394/704: m070_vel4 ... N_FFT=8192  EQ peak=9.4dB range=27.8dB  width=0.923
  395/704: m071_vel0 ... N_FFT=8192  EQ peak=19.5dB range=32.8dB  width=3.086
  396/704: m071_vel1 ... N_FFT=8192  EQ peak=6.2dB range=28.2dB  width=0.735
  397/704: m071_vel2 ... N_FFT=8192  EQ peak=6.4dB range=28.3dB  width=0.825
  398/704: m069_vel5 ... N_FFT=8192  EQ peak=28.7dB range=31.6dB  width=5.239
  399/704: m071_vel5 ... N_FFT=8192  EQ peak=5.1dB range=22.2dB  width=1.379
  400/704: m070_vel3 ... N_FFT=8192  EQ peak=5.5dB range=24.2dB  width=0.948
  401/704: m071_vel6 ... N_FFT=8192  EQ peak=9.2dB range=27.4dB  width=1.096
  402/704: m059_vel7 ... N_FFT=8192  EQ peak=11.3dB range=26.3dB  width=0.999
  403/704: m071_vel7 ... N_FFT=8192  EQ peak=27.7dB range=28.6dB  width=1.742
  404/704: m072_vel0 ... N_FFT=8192  EQ peak=4.8dB range=23.7dB  width=0.724
  405/704: m070_vel7 ... N_FFT=8192  EQ peak=13.4dB range=27.8dB  width=1.279
  406/704: m070_vel6 ... N_FFT=8192  EQ peak=15.5dB range=33.9dB  width=1.061
  407/704: m072_vel1 ... N_FFT=8192  EQ peak=18.0dB range=28.8dB  width=1.580
  408/704: m072_vel2 ... N_FFT=8192  EQ peak=5.8dB range=26.7dB  width=0.643
  409/704: m072_vel3 ... N_FFT=8192  EQ peak=7.3dB range=28.7dB  width=0.527
  410/704: m072_vel4 ... N_FFT=8192  EQ peak=6.7dB range=25.2dB  width=0.881
  411/704: m072_vel5 ... N_FFT=8192  EQ peak=13.1dB range=30.2dB  width=0.884
  412/704: m072_vel6 ... N_FFT=8192  EQ peak=18.0dB range=27.2dB  width=1.330
  413/704: m073_vel1 ... N_FFT=8192  EQ peak=25.7dB range=33.9dB  width=2.043
  414/704: m072_vel7 ... N_FFT=8192  EQ peak=18.2dB range=30.1dB  width=1.148
  415/704: m073_vel0 ... N_FFT=8192  EQ peak=22.9dB range=33.3dB  width=4.727
  416/704: m073_vel3 ... N_FFT=8192  EQ peak=28.3dB range=33.5dB  width=5.252
  417/704: m073_vel2 ... N_FFT=8192  EQ peak=21.5dB range=28.2dB  width=4.004
  418/704: m073_vel7 ... N_FFT=8192  EQ peak=27.4dB range=28.1dB  width=2.064
  419/704: m073_vel4 ... N_FFT=8192  EQ peak=22.5dB range=27.2dB  width=6.288
  420/704: m073_vel6 ... N_FFT=8192  EQ peak=29.5dB range=31.9dB  width=3.118
  421/704: m074_vel0 ... N_FFT=8192  EQ peak=5.7dB range=27.3dB  width=0.805
  422/704: m073_vel5 ... N_FFT=8192  EQ peak=25.9dB range=29.4dB  width=5.815
  423/704: m071_vel4 ... N_FFT=8192  EQ peak=16.2dB range=32.3dB  width=1.545
  424/704: m074_vel7 ... N_FFT=8192  EQ peak=12.9dB range=26.6dB  width=0.488
  425/704: m074_vel4 ... N_FFT=8192  EQ peak=10.0dB range=28.7dB  width=0.791
  426/704: m071_vel3 ... N_FFT=8192  EQ peak=7.1dB range=27.2dB  width=0.820
  427/704: m074_vel6 ... N_FFT=8192  EQ peak=15.9dB range=31.1dB  width=1.479
  428/704: m075_vel1 ... N_FFT=8192  EQ peak=11.0dB range=32.1dB  width=1.009
  429/704: m075_vel2 ... N_FFT=8192  EQ peak=14.7dB range=27.7dB  width=3.694
  430/704: m075_vel5 ... N_FFT=8192  EQ peak=21.0dB range=23.8dB  width=3.203
  431/704: m075_vel3 ... N_FFT=8192  EQ peak=11.4dB range=30.6dB  width=1.285
  432/704: m069_vel7 ... N_FFT=8192  EQ peak=25.9dB range=27.2dB  width=2.049
  433/704: m074_vel5 ... N_FFT=8192  EQ peak=13.9dB range=28.7dB  width=1.083
  434/704: m075_vel4 ... N_FFT=8192  EQ peak=18.4dB range=32.2dB  width=1.969
  435/704: m074_vel2 ... N_FFT=8192  EQ peak=6.6dB range=26.5dB  width=0.954
  436/704: m075_vel7 ... N_FFT=8192  EQ peak=5.6dB range=20.5dB  width=1.382
  437/704: m074_vel1 ... N_FFT=8192  EQ peak=16.4dB range=37.5dB  width=0.450
  438/704: m075_vel6 ... N_FFT=8192  EQ peak=13.8dB range=31.9dB  width=1.886
  439/704: m076_vel2 ... N_FFT=8192  EQ peak=7.7dB range=26.6dB  width=0.791
  440/704: m076_vel1 ... N_FFT=8192  EQ peak=10.6dB range=29.9dB  width=0.891
  441/704: m076_vel0 ... N_FFT=8192  EQ peak=25.3dB range=36.0dB  width=1.337
  442/704: m074_vel3 ... N_FFT=8192  EQ peak=8.5dB range=28.3dB  width=0.862
  443/704: m076_vel3 ... N_FFT=8192  EQ peak=23.6dB range=38.1dB  width=1.457
  444/704: m076_vel7 ... N_FFT=8192  EQ peak=18.4dB range=32.3dB  width=1.138
  445/704: m076_vel4 ... N_FFT=8192  EQ peak=13.8dB range=33.9dB  width=0.548
  446/704: m076_vel5 ... N_FFT=8192  EQ peak=14.3dB range=33.1dB  width=0.631
  447/704: m076_vel6 ... N_FFT=8192  EQ peak=16.8dB range=29.3dB  width=1.656
  448/704: m077_vel0 ... N_FFT=8192  EQ peak=7.2dB range=26.1dB  width=1.663
  449/704: m077_vel2 ... N_FFT=8192  EQ peak=15.4dB range=35.3dB  width=0.545
  450/704: m077_vel5 ... N_FFT=8192  EQ peak=18.4dB range=35.0dB  width=0.941
  451/704: m077_vel1 ... N_FFT=8192  EQ peak=20.1dB range=39.8dB  width=0.593
  452/704: m077_vel3 ... N_FFT=8192  EQ peak=18.6dB range=36.6dB  width=0.810
  453/704: m077_vel4 ... N_FFT=8192  EQ peak=23.3dB range=40.9dB  width=0.713
  454/704: m078_vel0 ... N_FFT=8192  EQ peak=13.9dB range=33.9dB  width=0.530
  455/704: m078_vel1 ... N_FFT=8192  EQ peak=26.0dB range=34.9dB  width=1.145
  456/704: m078_vel2 ... N_FFT=8192  EQ peak=28.5dB range=35.4dB  width=0.793
  457/704: m078_vel7 ... N_FFT=8192  EQ peak=17.7dB range=18.7dB  width=1.346
  458/704: m078_vel3 ... N_FFT=8192  EQ peak=22.1dB range=31.2dB  width=1.163
  459/704: m078_vel4 ... N_FFT=8192  EQ peak=27.4dB range=32.8dB  width=1.342
  460/704: m078_vel5 ... N_FFT=8192  EQ peak=12.9dB range=30.1dB  width=1.039
  461/704: m078_vel6 ... N_FFT=8192  EQ peak=29.8dB range=31.2dB  width=1.794
  462/704: m079_vel0 ... N_FFT=8192  EQ peak=14.5dB range=32.7dB  width=1.331
  463/704: m075_vel0 ... N_FFT=8192  EQ peak=5.7dB range=25.3dB  width=1.646
  464/704: m079_vel1 ... N_FFT=8192  EQ peak=15.3dB range=33.1dB  width=2.465
  465/704: m079_vel2 ... N_FFT=8192  EQ peak=27.2dB range=34.8dB  width=3.665
  466/704: m079_vel3 ... N_FFT=8192  EQ peak=11.4dB range=30.2dB  width=3.044
  467/704: m079_vel4 ... N_FFT=8192  EQ peak=10.2dB range=29.5dB  width=4.116
  468/704: m079_vel7 ... N_FFT=8192  EQ peak=17.9dB range=21.5dB  width=0.724
  469/704: m079_vel5 ... N_FFT=8192  EQ peak=13.5dB range=30.5dB  width=3.108
  470/704: m079_vel6 ... N_FFT=8192  EQ peak=15.6dB range=30.7dB  width=4.691
  471/704: m080_vel0 ... N_FFT=8192  EQ peak=23.7dB range=31.9dB  width=1.110
  472/704: m080_vel1 ... N_FFT=8192  EQ peak=6.3dB range=26.0dB  width=1.313
  473/704: m080_vel2 ... N_FFT=8192  EQ peak=10.8dB range=29.2dB  width=2.582
  474/704: m080_vel7 ... N_FFT=8192  EQ peak=8.5dB range=22.5dB  width=0.544
  475/704: m080_vel4 ... N_FFT=8192  EQ peak=19.7dB range=37.3dB  width=1.641
  476/704: m080_vel3 ... N_FFT=8192  EQ peak=18.2dB range=36.0dB  width=2.111
  477/704: m080_vel5 ... N_FFT=8192  EQ peak=13.1dB range=29.0dB  width=2.694
  478/704: m080_vel6 ... N_FFT=8192  EQ peak=19.3dB range=35.2dB  width=3.007
  479/704: m081_vel0 ... N_FFT=8192  EQ peak=8.4dB range=28.5dB  width=0.693
  480/704: m081_vel1 ... N_FFT=8192  EQ peak=11.4dB range=30.5dB  width=1.682
  481/704: m081_vel7 ... N_FFT=8192  EQ peak=6.0dB range=18.7dB  width=0.493
  482/704: m081_vel3 ... N_FFT=8192  EQ peak=19.0dB range=32.4dB  width=2.723
  483/704: m081_vel2 ... N_FFT=8192  EQ peak=19.1dB range=33.3dB  width=3.001
  484/704: m081_vel4 ... N_FFT=8192  EQ peak=12.0dB range=28.3dB  width=2.144
  485/704: m081_vel6 ... N_FFT=8192  EQ peak=16.3dB range=33.9dB  width=0.891
  486/704: m082_vel0 ... N_FFT=8192  EQ peak=28.9dB range=37.4dB  width=0.991
  487/704: m077_vel7 ... N_FFT=8192  EQ peak=10.0dB range=24.9dB  width=1.149
  488/704: m082_vel1 ... N_FFT=8192  EQ peak=32.5dB range=40.1dB  width=0.453
  489/704: m082_vel2 ... N_FFT=8192  EQ peak=17.5dB range=36.4dB  width=0.642
  490/704: m082_vel3 ... N_FFT=8192  EQ peak=28.7dB range=34.6dB  width=1.157
  491/704: m082_vel4 ... N_FFT=8192  EQ peak=18.9dB range=35.5dB  width=0.773
  492/704: m082_vel5 ... N_FFT=8192  EQ peak=14.3dB range=30.3dB  width=0.487
  493/704: m082_vel6 ... N_FFT=8192  EQ peak=32.5dB range=33.5dB  width=0.930
  494/704: m082_vel7 ... N_FFT=8192  EQ peak=31.6dB range=33.1dB  width=1.324
  495/704: m077_vel6 ... N_FFT=8192  EQ peak=16.1dB range=29.9dB  width=1.397
  496/704: m083_vel0 ... N_FFT=8192  EQ peak=29.0dB range=38.3dB  width=1.129
  497/704: m083_vel2 ... N_FFT=8192  EQ peak=30.2dB range=36.2dB  width=2.095
  498/704: m083_vel1 ... N_FFT=8192  EQ peak=32.8dB range=39.9dB  width=1.749
  499/704: m083_vel3 ... N_FFT=8192  EQ peak=34.6dB range=39.2dB  width=2.364
  500/704: m083_vel4 ... N_FFT=8192  EQ peak=26.1dB range=29.2dB  width=1.338
  501/704: m083_vel7 ... N_FFT=8192  EQ peak=31.1dB range=32.5dB  width=1.400
  502/704: m083_vel5 ... N_FFT=8192  EQ peak=31.9dB range=38.4dB  width=1.590
  503/704: m083_vel6 ... N_FFT=8192  EQ peak=20.7dB range=34.7dB  width=2.039
  504/704: m084_vel0 ... N_FFT=8192  EQ peak=23.9dB range=42.6dB  width=0.608
  505/704: m081_vel5 ... N_FFT=8192  EQ peak=19.4dB range=37.4dB  width=1.377
  506/704: m084_vel7 ... N_FFT=8192  EQ peak=26.5dB range=35.7dB  width=2.095
  507/704: m084_vel4 ... N_FFT=8192  EQ peak=18.3dB range=34.1dB  width=2.214
  508/704: m084_vel3 ... N_FFT=8192  EQ peak=22.7dB range=38.6dB  width=2.108
  509/704: m084_vel5 ... N_FFT=8192  EQ peak=15.8dB range=25.9dB  width=4.791
  510/704: m084_vel2 ... N_FFT=8192  EQ peak=18.8dB range=37.1dB  width=1.338
  511/704: m084_vel1 ... N_FFT=8192  EQ peak=14.0dB range=31.8dB  width=1.259
  512/704: m085_vel7 ... N_FFT=8192  EQ peak=14.6dB range=20.1dB  width=1.026
  513/704: m084_vel6 ... N_FFT=8192  EQ peak=19.0dB range=33.6dB  width=1.698
  514/704: m085_vel2 ... N_FFT=8192  EQ peak=14.9dB range=32.1dB  width=0.938
  515/704: m085_vel3 ... N_FFT=8192  EQ peak=25.5dB range=41.7dB  width=0.690
  516/704: m085_vel1 ... N_FFT=8192  EQ peak=14.6dB range=34.9dB  width=0.612
  517/704: m085_vel4 ... N_FFT=8192  EQ peak=15.0dB range=32.5dB  width=0.822
  518/704: m086_vel2 ... N_FFT=8192  EQ peak=18.6dB range=33.5dB  width=1.976
  519/704: m086_vel1 ... N_FFT=8192  EQ peak=22.7dB range=38.0dB  width=0.783
  520/704: m086_vel3 ... N_FFT=8192  EQ peak=20.0dB range=35.6dB  width=1.463
  521/704: m086_vel4 ... N_FFT=8192  EQ peak=26.7dB range=33.8dB  width=3.272
  522/704: m086_vel6 ... N_FFT=8192  EQ peak=30.5dB range=40.8dB  width=2.598
  523/704: m087_vel0 ... N_FFT=8192  EQ peak=26.2dB range=34.3dB  width=0.501
  524/704: m086_vel5 ... N_FFT=8192  EQ peak=17.5dB range=33.2dB  width=1.824
  525/704: m087_vel1 ... N_FFT=8192  EQ peak=28.6dB range=35.0dB  width=0.895
  526/704: m087_vel2 ... N_FFT=8192  EQ peak=16.3dB range=29.0dB  width=6.012
  527/704: m087_vel4 ... N_FFT=8192  EQ peak=24.4dB range=30.9dB  width=8.000
  528/704: m087_vel3 ... N_FFT=8192  EQ peak=26.6dB range=32.4dB  width=5.276
  529/704: m087_vel5 ... N_FFT=8192  EQ peak=22.5dB range=25.7dB  width=8.000
  530/704: m087_vel6 ... N_FFT=8192  EQ peak=33.9dB range=36.8dB  width=8.000
  531/704: m087_vel7 ... N_FFT=8192  EQ peak=31.8dB range=32.9dB  width=2.312
  532/704: m088_vel0 ... N_FFT=8192  EQ peak=13.3dB range=33.5dB  width=0.499
  533/704: m088_vel1 ... N_FFT=8192  EQ peak=19.8dB range=35.3dB  width=0.556
  534/704: m085_vel0 ... N_FFT=8192  EQ peak=17.0dB range=32.0dB  width=0.804
  535/704: m088_vel2 ... N_FFT=8192  EQ peak=24.1dB range=43.1dB  width=0.355
  536/704: m088_vel3 ... N_FFT=8192  EQ peak=24.2dB range=40.8dB  width=0.464
  537/704: m088_vel5 ... N_FFT=8192  EQ peak=15.7dB range=31.3dB  width=0.351
  538/704: m085_vel5 ... N_FFT=8192  EQ peak=10.8dB range=26.8dB  width=0.998
  539/704: m088_vel7 ... N_FFT=8192  EQ peak=22.6dB range=32.2dB  width=4.667
  540/704: m089_vel0 ... N_FFT=8192  EQ peak=26.3dB range=35.1dB  width=0.866
  541/704: m085_vel6 ... N_FFT=8192  EQ peak=19.6dB range=31.4dB  width=1.207
  542/704: m089_vel1 ... N_FFT=8192  EQ peak=32.8dB range=39.2dB  width=0.861
  543/704: m086_vel7 ... N_FFT=8192  EQ peak=17.6dB range=29.2dB  width=1.784
  544/704: m089_vel2 ... N_FFT=8192  EQ peak=19.2dB range=34.8dB  width=1.582
  545/704: m089_vel7 ... N_FFT=8192  EQ peak=8.1dB range=19.5dB  width=2.004
  546/704: m089_vel3 ... N_FFT=8192  EQ peak=24.1dB range=38.7dB  width=1.076
  547/704: m089_vel6 ... N_FFT=8192  EQ peak=30.1dB range=32.1dB  width=1.458
  548/704: m086_vel0 ... N_FFT=8192  EQ peak=19.2dB range=35.7dB  width=0.616
  549/704: m090_vel1 ... N_FFT=8192  EQ peak=10.0dB range=29.8dB  width=0.421
  550/704: m090_vel0 ... N_FFT=8192  EQ peak=16.1dB range=37.8dB  width=0.505
  551/704: m090_vel7 ... N_FFT=8192  EQ peak=13.2dB range=23.5dB  width=0.949
  552/704: m090_vel2 ... N_FFT=8192  EQ peak=17.2dB range=33.9dB  width=0.629
  553/704: m090_vel4 ... N_FFT=8192  EQ peak=27.6dB range=41.8dB  width=1.344
  554/704: m090_vel3 ... N_FFT=8192  EQ peak=27.0dB range=40.9dB  width=0.866
  555/704: m090_vel5 ... N_FFT=8192  EQ peak=17.6dB range=31.6dB  width=1.536
  556/704: m090_vel6 ... N_FFT=8192  EQ peak=28.5dB range=39.3dB  width=1.553
  557/704: m091_vel0 ... N_FFT=8192  EQ peak=11.7dB range=30.2dB  width=0.527
  558/704: m091_vel1 ... N_FFT=8192  EQ peak=11.4dB range=29.0dB  width=0.511
  559/704: m091_vel2 ... N_FFT=8192  EQ peak=13.6dB range=32.4dB  width=0.829
  560/704: m091_vel3 ... N_FFT=8192  EQ peak=21.4dB range=37.4dB  width=0.752
  561/704: m091_vel7 ... N_FFT=8192  EQ peak=19.4dB range=29.1dB  width=2.735
  562/704: m091_vel5 ... N_FFT=8192  EQ peak=12.5dB range=25.8dB  width=1.061
  563/704: m091_vel4 ... N_FFT=8192  EQ peak=24.6dB range=39.8dB  width=1.034
  564/704: m091_vel6 ... N_FFT=8192  EQ peak=26.5dB range=36.7dB  width=1.408
  565/704: m092_vel0 ... N_FFT=8192  EQ peak=23.3dB range=39.1dB  width=0.599
  566/704: m092_vel1 ... N_FFT=8192  EQ peak=20.7dB range=34.2dB  width=0.851
  567/704: m092_vel2 ... N_FFT=8192  EQ peak=19.3dB range=37.1dB  width=0.627
  568/704: m092_vel3 ... N_FFT=8192  EQ peak=22.9dB range=40.4dB  width=0.655
  569/704: m092_vel5 ... N_FFT=8192  EQ peak=24.5dB range=36.4dB  width=0.900
  570/704: m088_vel6 ... N_FFT=8192  EQ peak=25.6dB range=34.4dB  width=1.010
  571/704: m088_vel4 ... N_FFT=8192  EQ peak=19.1dB range=32.9dB  width=0.507
  572/704: m092_vel7 ... N_FFT=8192  EQ peak=20.2dB range=30.2dB  width=2.489
  573/704: m092_vel4 ... N_FFT=8192  EQ peak=19.3dB range=33.7dB  width=1.090
  574/704: m092_vel6 ... N_FFT=8192  EQ peak=35.3dB range=44.8dB  width=2.294
  575/704: m093_vel0 ... N_FFT=8192  EQ peak=20.9dB range=25.5dB  width=0.650
  576/704: m093_vel1 ... N_FFT=8192  EQ peak=13.1dB range=27.2dB  width=0.511
  577/704: m093_vel7 ... N_FFT=8192  EQ peak=16.4dB range=24.5dB  width=2.315
  578/704: m093_vel3 ... N_FFT=8192  EQ peak=15.9dB range=28.8dB  width=1.142
